,year,country_of_production,coffee_bean,water_shortage_index,department,municipality_of_export,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,department_trase_id
3655,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE GRANJA LA ESPERANZA S A C I,CAFE GRANJA LA ESPERANZA S A C I,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,2.59,75789.1,CO-00
3656,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,REPUBLIC OF COLOMBIA PAVILION EXPO 2020 DUBAI,REPUBLIC OF COLOMBIA PAVILION EXPO 2020 DUBAI,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,2.584125,13440.48,CO-00
3657,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,GARCIA Y ARANDA ASOCIADOS S A S,GARCIA Y ARANDA ASOCIADOS S A S,MARIA DE LAS NIEVES MUNOZ MARTIN,MARIA DE LAS NIEVES MUNOZ MARTIN,SPAIN,EUROPEAN UNION,2.58,10135.71,CO-00
3658,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,GARCIA Y ARANDA ASOCIADOS S A S,GARCIA Y ARANDA ASOCIADOS S A S,COFFEE BEANS CHILE SPA,COFFEE BEANS CHILE SPA,CHILE,CHILE,2.57,20000.0,CO-00
3659,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COOP DE CAFETALEROS DEL NORTE DEL VALLE,COOP DE CAFETALEROS DEL NORTE DEL VALLE,ANDINA COFFEE CO LTD,ANDINA COFFEE CO LTD,UNITED KINGDOM,EUROPEAN UNION,2.558125,24297.38,CO-00
3660,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,ALI BIN ALI HOSPITALITY LLC,ALI BIN ALI HOSPITALITY LLC,QATAR,QATAR,2.5579375000000004,22794.799999999996,CO-00
3661,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CULTURE COFFEE CO SAS,CULTURE COFFEE CO SAS,TOSTAR SRL,TOSTAR SRL,ARGENTINA,ARGENTINA,2.5340000000000003,20818.2,CO-00
3662,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INDS ALIADAS S A S,INDS ALIADAS S A S,THE COCA COLA EXP CORP,THE COCA COLA EXP CORP,MEXICO,MEXICO,2.53125,16503.75,CO-00
3663,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOT CAFE DE ALTURA S A S,PROMOT CAFE DE ALTURA S A S,ORIGINAL GREEN ROASTERS LTDA,ORIGINAL GREEN ROASTERS LTDA,CHILE,CHILE,2.524,19653.23,CO-00
3664,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CI VIRMAX COLOMBIA S A S,CI VIRMAX COLOMBIA S A S,NKG BERO ITALIA SPA,NKG BERO ITALIA SPA,GERMANY,EUROPEAN UNION,2.522,10888.96,CO-00
3665,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,CORP DESINID S A,CORP DESINID S A,COSTA RICA,COSTA RICA,2.5,46515.0,CO-00
3666,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SANTA MARTA GOLDEN SAS,SANTA MARTA GOLDEN SAS,MR COFFEES BTS,MR COFFEES BTS,AUSTRALIA,AUSTRALIA,2.488,13264.0,CO-00
3667,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SERENDIPIA GROUP S A S,SERENDIPIA GROUP S A S,HARVEST TOWN COFFEE,HARVEST TOWN COFFEE,AUSTRALIA,AUSTRALIA,2.478,12643.68,CO-00
3668,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE GRANJA LA ESPERANZA S A C I,CAFE GRANJA LA ESPERANZA S A C I,HOMEGROUND COFFEE ROASTERS,HOMEGROUND COFFEE ROASTERS,SINGAPORE,SINGAPORE,2.474,25803.95,CO-00
3669,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,CAMERONS COFFEE & DISTR COMPANY,CAMERONS COFFEE & DISTR COMPANY,UNITED STATES,UNITED STATES,2.4675,39874.8,CO-00
3670,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,COSTA RICA,COSTA RICA,2.4480000000000004,53758.08,CO-00
3671,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CI VIRMAX COLOMBIA S A S,CI VIRMAX COLOMBIA S A S,BETTR BARISTA PTE LTD,BETTR BARISTA PTE LTD,SINGAPORE,SINGAPORE,2.44,14645.16,CO-00
3672,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,BALLESTER HERMANOS INC,BALLESTER HERMANOS INC,PUERTO RICO,PUERTO RICO,2.4225000000000003,53652.0,CO-00
3673,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PRICESMART COLOMBIA S A S,PRICESMART COLOMBIA S A S,PRICESMART PANAMA SA,PRICESMART PANAMA SA,PANAMA,PANAMA,2.4,15784.23,CO-00
3674,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE QUINDIO S A S,CAFE QUINDIO S A S,CAFE QUINDIO US LLC,CAFE QUINDIO US LLC,UNITED STATES,UNITED STATES,2.3977375,18614.74,CO-00
3675,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CI VIRMAX COLOMBIA S A S,CI VIRMAX COLOMBIA S A S,ITOCHU CORPORATION,ITOCHU,JAPAN,JAPAN,2.371,10284.02,CO-00
3676,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,HORTIPROCESS S A S,HORTIPROCESS S A S,HORTIPROCESS LLC,HORTIPROCESS LLC,UNITED STATES,UNITED STATES,2.365,10376.83,CO-00
3677,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOT CAFE DE ALTURA S A S,PROMOT CAFE DE ALTURA S A S,BOUTHIER GREGOIRE BERNARD EMMANUEL,BOUTHIER GREGOIRE BERNARD EMMANUEL,URUGUAY,URUGUAY,2.336,15551.02,CO-00
3678,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,ALIMENTS CANDE SA FOODS,ALIMENTS CANDE SA FOODS,CANADA,CANADA,2.33475,26950.03,CO-00
3679,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,EXPORTADORA DEL SUMAPAZ SAS,EXPORTADORA DEL SUMAPAZ SAS,ANDINA DISTRIBUTORS INC,ANDINA DISTRIBUTORS INC,GERMANY,EUROPEAN UNION,2.309,10164.0,CO-00
3680,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CROP DEL MONTE COLOMBIA S A S,CROP DEL MONTE COLOMBIA S A S,AROMA NATIVO SARL LUIS MARCELINO,AROMA NATIVO SARL LUIS MARCELINO,FRANCE,EUROPEAN UNION,2.293,25583.14,CO-00
3681,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COLOMBIAN COFFEE GROUP SAS,COLOMBIAN COFFEE GROUP SAS,PALOMO USA LLC,PALOMO USA LLC,UNITED STATES,UNITED STATES,2.2880000000000003,13214.85,CO-00
3682,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ASESORIAS EN COMERCIO EXTERIOR Y CONTABILIDAD COLOMBIA S A S,ASESORIAS EN COMERCIO EXTERIOR Y CONTABILIDAD COLOMBIA S A S,BLUE TRADING SA,BLUE TRADING SA,CURACAO,CURACAO,2.28,2880.0,CO-00
3683,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,STARBUCKS COFFEE,STARBUCKS COFFEE,ARGENTINA,ARGENTINA,2.2759,74745.23,CO-00
3684,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INVERSIONES SATELITES COFFEE SAS,INVERSIONES SATELITES COFFEE SAS,INVERSIONES SATELITES COFFEE SAS,INVERSIONES SATELITES COFFEE SAS,UNITED STATES,UNITED STATES,2.275,36289.77,CO-00
3685,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,GRAN ESPIRITU S A S,GRAN ESPIRITU S A S,SOUL SEED GESMBH,SOUL SEED GESMBH,AUSTRIA,EUROPEAN UNION,2.271,15017.54,CO-00
3686,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A,TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A,1 RED RANGER LLC,1 RED RANGER LLC,UNITED STATES,UNITED STATES,2.2675,18328.0,CO-00
3687,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,JOTA JOTA ALIMENTOS GLOBALES S L,JOTA JOTA ALIMENTOS GLOBALES S L,SPAIN,EUROPEAN UNION,2.260575,19839.6,CO-00
3688,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,ALIMENTOS CARNICOS DE PANAMA SA ALICAP SA,ALIMENTOS CARNICOS DE PANAMA SA ALICAP SA,PANAMA,PANAMA,2.2575000000000003,17123.16,CO-00
3689,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COFFEE ROASTING S A S,COFFEE ROASTING S A S,WEN XIN GHUND LTD,WEN XIN GHUND LTD,TAIWAN,TAIWAN,2.248,35792.0,CO-00
3690,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,AGROMETALICAS GALLEGO S A S,AGROMETALICAS GALLEGO S A S,SEVILLE PRODUCTS LLC,SEVILLE PRODUCTS LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,2.24,19402.32,CO-00
3691,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,AGROP FARALLONES S A,AGROP FARALLONES S A,SOSTENIBILIDAD ORGANICA ANDES DEL SUR,SOSTENIBILIDAD ORGANICA ANDES DEL SUR,CHILE,CHILE,2.237,16214.87,CO-00
3692,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,CIAL POZUELO EL SA LVADOR SA DE CV,CIAL POZUELO EL SA LVADOR SA DE CV,EL SALVADOR,EL SALVADOR,2.235625,7129.469999999999,CO-00
3693,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE BOSQUE ADENTRO S A S,CAFE BOSQUE ADENTRO S A S,DEL CIELO GROUP CORPORATION,DEL CIELO GROUP CORPORATION,NEW ZEALAND,NEW ZEALAND,2.205,17640.0,CO-00
3694,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TORRES MORANTES FELIX ALBERTO,TORRES MORANTES FELIX ALBERTO,FARMLY BV,FARMLY BV,NETHERLANDS,EUROPEAN UNION,2.197,19538.95,CO-00
3695,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TOFFEE REPOSTERIA Y PANADERIA S A S,TOFFEE REPOSTERIA Y PANADERIA S A S,FEI PO INTERNATIONAL INDUSTRIAL CO LTD,FEI PO INTERNATIONAL INDUSTRIAL CO LTD,TAIWAN,TAIWAN,2.1830000000000003,7575.01,CO-00
3696,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PUTUMAYO RIVER LTDA,PUTUMAYO RIVER LTDA,NEW ZEALAND,NEW ZEALAND,2.178825,44096.759999999995,CO-00
3697,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE GRANJA LA ESPERANZA S A C I,CAFE GRANJA LA ESPERANZA S A C I,ROYAL COFFEE INC,ROYAL COFFEE INC,UNITED STATES,UNITED STATES,2.177,22124.71,CO-00
3698,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,A COFFEE SAS,A COFFEE SAS,BLUEBARN COFFEE ROASTERS,BLUEBARN COFFEE ROASTERS,CANADA,CANADA,2.17,18297.19,CO-00
3699,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INVERCAFE LTDA 810003164,INVERCAFE LTDA 810003164,PROGENY COFFEE LLC,PROGENY COFFEE LLC,UNITED STATES,UNITED STATES,2.17,16003.38,CO-00
3700,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A,TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A,COFINET PTY LTDA,COFINET PTY LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,2.157,25244.32,CO-00
3701,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INCONEXUS S A S,INCONEXUS S A S,BANQUE INTERNATIONALE DE COMMERCE BRED SUISSE SA,BANQUE INTERNATIONALE DE COMMERCE BRED SUISSE SA,FRANCE,EUROPEAN UNION,2.105,18053.25,CO-00
3702,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CENTRALIZADORA DE CAFE S A S,CENTRALIZADORA DE CAFE S A S,VEREDA CENTRAL COFFEE ROASTERS INC,VEREDA CENTRAL COFFEE ROASTERS INC,CANADA,CANADA,2.1,15519.77,CO-00
3703,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,MANANTIALES DEL FRONTINO SAS,MANANTIALES DEL FRONTINO SAS,CEREZA COFFEE LLC,CEREZA COFFEE LLC,UNITED STATES,UNITED STATES,2.1,23062.96,CO-00
3704,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,CHILE,CHILE,2.099925,63721.87999999999,CO-00
3705,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,STARBUCKS COFFEE,STARBUCKS COFFEE,URUGUAY,URUGUAY,2.09868,22117.41,CO-00
3706,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PRODTORA AGRICOLA AG S A,PRODTORA AGRICOLA AG S A,LATIN FOOD S A,LATIN FOOD S A,CHILE,CHILE,2.08,9836.0,CO-00
3707,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,ORBEN REPRESENTACIONES SA,ORBEN REPRESENTACIONES SA,URUGUAY,URUGUAY,2.06205,61080.72,CO-00
3708,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,OOO ASCOL,OOO ASCOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,2.04085,16980.48,CO-00
3709,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COOFFRUIT SAS,COOFFRUIT SAS,GLOBAL PARTNERS LLC,GLOBAL PARTNERS LLC,MONGOLIA,MONGOLIA,2.035,1691.89,CO-00
3710,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TORRES MORANTES FELIX ALBERTO,TORRES MORANTES FELIX ALBERTO,COFFEE WE LOVE LTD,COFFEE WE LOVE LTD,UNITED KINGDOM,EUROPEAN UNION,2.03,17629.26,CO-00
3711,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CROP DEL MONTE COLOMBIA S A S,CROP DEL MONTE COLOMBIA S A S,CDM GOODS PTY LTD,CDM GOODS PTY LTD,AUSTRALIA,AUSTRALIA,2.004,15490.25,CO-00
3712,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,AGROPECUARIA EL RINCON DE LA ARBOLEDA SAS,AGROPECUARIA EL RINCON DE LA ARBOLEDA SAS,DERIVEROS COFFEE,DERIVEROS COFFEE,AUSTRALIA,AUSTRALIA,2.0,6000.0,CO-00
3713,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A,TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A,CAFE CHAVALO EG,CAFE CHAVALO EG,NETHERLANDS,EUROPEAN UNION,1.996,14362.25,CO-00
3714,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,VALLE DEL CAFE COLOMBIA S A S,VALLE DEL CAFE COLOMBIA S A S,ARUSH FANDIO LIDOR,ARUSH FANDIO LIDOR,ISRAEL,ISRAEL,1.989,14589.79,CO-00
3715,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOC DE CIALZ INTL BUSINESS MANAGEMENT,SOC DE CIALZ INTL BUSINESS MANAGEMENT,MUNDO OPTICO 2018 COMPANIA ANONIMA,MUNDO OPTICO 2018 COMPANIA ANONIMA,VENEZUELA,VENEZUELA,1.984375,7814.6,CO-00
3716,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LAMERICA CI S A S,LAMERICA CI S A S,GRUPO IPECA SPA,GRUPO IPECA SPA,CHILE,CHILE,1.98,9244.56,CO-00
3717,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TOSTACAFE SAS,TOSTACAFE SAS,IMEXCO GLOBAL LTD,IMEXCO GLOBAL LTD,CHILE,CHILE,1.9724999999999997,13507.66,CO-00
3718,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,THOSE COFFEE PEOPLE S A S,THOSE COFFEE PEOPLE S A S,SAMA HOSPITALITY AND BUSINES LLC,SAMA HOSPITALITY AND BUSINES LLC,OMAN,OMAN,1.966,15242.5,CO-00
3719,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE 72 SAS,CAFE 72 SAS,CAFE CAFE SRL,CAFE CAFE SRL,URUGUAY,URUGUAY,1.96,12668.2,CO-00
3720,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,AMARELLA CAFE S A S,AMARELLA CAFE S A S,COSECHA DEL SUR LLC,COSECHA DEL SUR LLC,UNITED STATES,UNITED STATES,1.96,22000.08,CO-00
3721,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INSTANTA COLOMBIA Z F S A S,INSTANTA COLOMBIA Z F S A S,AGROCOMMERCE SA,AGROCOMMERCE SA,CHILE,CHILE,1.9305000000000003,23092.44,CO-00
3722,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FIGUEROA BARRETO JHONNATAN ALBERTO - ID 1045681113,FIGUEROA BARRETO JHONNATAN ALBERTO - ID 1045681113,JHANDRY IMP AND EXP,JHANDRY IMP AND EXP,CURACAO,CURACAO,1.9238375000000003,2019.0,CO-00
3723,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,AMARELLA CAFE S A S,AMARELLA CAFE S A S,IMEXCO GLOBAL LTD,IMEXCO GLOBAL LTD,CHILE,CHILE,1.9,13918.259999999998,CO-00
3724,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CAFE QUINDIO S A S,CAFE QUINDIO S A S,CORAZON DE CAFE SAS,CORAZON DE CAFE SAS,FRANCE,EUROPEAN UNION,1.8984875,14431.18,CO-00
3725,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,REACSA S A,REACSA S A,ARGENTINA,ARGENTINA,1.893,48115.42,CO-00
3726,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,EXPERTOS EN CAFE PERU SAC,EXPERTOS EN CAFE PERU SAC,PERU,PERU,1.89,12227.97,CO-00
3727,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,J V PANAMA SA,J V PANAMA SA,PANAMA,PANAMA,1.89,16960.48,CO-00
3728,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,FOOD LINKS INC,FOOD LINKS INC,UNITED STATES,UNITED STATES,1.875,20250.0,CO-00
3729,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,KIFA S A S,KIFA S A S,KIFAPROCESS C L,KIFAPROCESS C L,ECUADOR,ECUADOR,1.875,6000.0,CO-00
3730,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,VALLE DEL CAFE COLOMBIA S A S,VALLE DEL CAFE COLOMBIA S A S,MUSEO CO LTD,MUSEO CO LTD,SOUTH KOREA,SOUTH KOREA,1.86,29915.47,CO-00
3731,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RUEDA MONROY MARIA CAMILA,RUEDA MONROY MARIA CAMILA,ALDEMAR MONROY SILVA,ALDEMAR MONROY SILVA,SPAIN,EUROPEAN UNION,1.835,4785.1,CO-00
3732,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FLOR A FRUTO S A S,FLOR A FRUTO S A S,KERRIC KNOWLES COFFEE EXCHANGE SHANGHAI LTD CO,KERRIC KNOWLES COFFEE EXCHANGE SHANGHAI LTD CO,CHINA (MAINLAND),CHINA (MAINLAND),1.829,31249.0,CO-00
3733,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,CIAME SA SA,CIAME SA SA,COSTA RICA,COSTA RICA,1.8225,16971.12,CO-00
3734,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,SHANGHAI TIAN SHU INTERNATIONAL TRADE CO LTD,SHANGHAI TIAN SHU INTERNATIONAL TRADE CO LTD,CHINA (MAINLAND),CHINA (MAINLAND),1.816,72854.24,CO-00
3735,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,TRADING WORLD ELITE S A S,TRADING WORLD ELITE S A S,DISTRIBUIDORA UNICO,DISTRIBUIDORA UNICO,PANAMA,PANAMA,1.8125,3400.0,CO-00
3736,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INTERNATURALWORLD S A S,INTERNATURALWORLD S A S,LIZ SOLANO,LIZ SOLANO,PANAMA,PANAMA,1.77875,3900.6,CO-00
3737,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,BUSINESS COFFEE COMPANY SAS,BUSINESS COFFEE COMPANY SAS,KIKOS DISTRIBUTION INC,KIKOS DISTRIBUTION INC,UNITED STATES,UNITED STATES,1.7703,9921.7,CO-00
3738,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COOP DE CAFICULTORES DEL CAUCA,COOP DE CAFICULTORES DEL CAUCA,VEGA COFFEE INC,VEGA COFFEE INC,UNITED STATES,UNITED STATES,1.7665499999999998,19420.85,CO-00
3739,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,BBI COLOMBIA S A S,BBI COLOMBIA S A S,SUTEC SA,SUTEC SA,COTE D'IVOIRE,COTE D'IVOIRE,1.75,7752.5,CO-00
3740,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,EXPORTADORA DEL SUMAPAZ SAS,EXPORTADORA DEL SUMAPAZ SAS,NORTH ANDES COFFEE GMBH,NORTH ANDES COFFEE GMBH,GERMANY,EUROPEAN UNION,1.747,11462.5,CO-00
3741,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,C I COLORS OF NATURE S A S,C I COLORS OF NATURE S A S,AGC COMMODITTY STORE LTD,AGC COMMODITTY STORE LTD,UNITED KINGDOM,EUROPEAN UNION,1.736,120000.0,CO-00
3742,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,ECOSMOS S A S,ECOSMOS S A S,DON MASSIMO COFFEE PTY LTD,DON MASSIMO COFFEE PTY LTD,AUSTRALIA,AUSTRALIA,1.7203125,6646.3,CO-00
3743,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,REPUBLIC OF COLOMBIA PAVILION EXPO 2020 DUBAI,REPUBLIC OF COLOMBIA PAVILION EXPO 2020 DUBAI,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,1.7000000000000002,25.0,CO-00
3744,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,COMPANIA NAL DE CHOCOLATES DE PERU SA,COMPANIA NAL DE CHOCOLATES DE PERU SA,PERU,PERU,1.6880375,1042.0,CO-00
3745,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,GRUPO CALBING ZOMAC SAS,GRUPO CALBING ZOMAC SAS,HATCH BEVERAGE COMPANY LTD,HATCH BEVERAGE COMPANY LTD,CANADA,CANADA,1.6870000000000005,12958.4,CO-00
3746,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,AMARILLO EXPORTS SAS,AMARILLO EXPORTS SAS,GYT TRADING UG,GYT TRADING UG,GERMANY,EUROPEAN UNION,1.6809375000000002,9809.38,CO-00
3747,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COFFEE CONNECTIONS S A S,COFFEE CONNECTIONS S A S,ESTEBAN LOPERA CORREDOR,ESTEBAN LOPERA CORREDOR,GERMANY,EUROPEAN UNION,1.675,12845.0,CO-00
3748,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,VALLE DEL CAFE COLOMBIA S A S,VALLE DEL CAFE COLOMBIA S A S,ZHUHAI COLITA TRADE CO LTD,ZHUHAI COLITA TRADE CO LTD,CHINA (MAINLAND),CHINA (MAINLAND),1.675,9416.69,CO-00
3749,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,INVS GF GLOBAL S R L DE C V,INVS GF GLOBAL S R L DE C V,HONDURAS,HONDURAS,1.6416000000000004,43867.56,CO-00
3750,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PRODS DE PRESTIGIO SA,PRODS DE PRESTIGIO SA,PANAMA,PANAMA,1.63545,17469.239999999998,CO-00
3751,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,SERVICIOS DE ALIMENTOS Y BEBIDAS KOFFE CORP SA ID 183 024,SERVICIOS DE ALIMENTOS Y BEBIDAS KOFFE CORP SA ID 183 024,PERU,PERU,1.620375,62541.86,CO-00
3752,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,DBA ENTERPRISES SAS,DBA ENTERPRISES SAS,MAGO IMPEX SRL,MAGO IMPEX SRL,ROMANIA,EUROPEAN UNION,1.613,21928.2,CO-00
3753,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FINCA LA MANCHURIA SAS ZOMAC,FINCA LA MANCHURIA SAS ZOMAC,FORSETI SPA,FORSETI SPA,CHILE,CHILE,1.610625,24105.64,CO-00
3754,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,INDEPENDENCE AGENCIES LTD,INDEPENDENCE AGENCIES LTD,GRENADA,GRENADA,1.6033750000000002,22846.349999999995,CO-00
