,year,country_of_production,coffee_bean,water_shortage_index,department,municipality_of_export,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,department_trase_id
0,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,UNITED STATES,UNITED STATES,19992.31500000001,89229414.98999998,CO-00
1,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,OLAM AMERICAS,OLAM,UNITED STATES,UNITED STATES,14351.644,63591561.53999998,CO-00
2,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,JAPAN,JAPAN,13974.644999999997,62700789.950000025,CO-00
3,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,9906.906000000004,44982615.55,CO-00
4,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,UNITED STATES,UNITED STATES,8690.238999999998,40815224.20000002,CO-00
5,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,MCT USA INC,MCT USA INC,UNITED STATES,UNITED STATES,6942.909,27728322.709999997,CO-00
6,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,GERMANY,EUROPEAN UNION,6182.132999999998,26171691.289999995,CO-00
7,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,CANADA,CANADA,6178.647999999997,26747350.289999995,CO-00
8,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,OLAM AMERICAS,OLAM,UNITED STATES,UNITED STATES,5936.9860000000035,27023207.00999999,CO-00
9,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,OLAM AMERICAS,OLAM,CANADA,CANADA,5769.0059999999985,26002703.980000004,CO-00
10,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,STURM FOODS INC,STURM FOODS INC,UNITED STATES,UNITED STATES,5449.500000000024,28784628.58999994,CO-00
11,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,5309.352999999998,24185426.21,CO-00
12,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,BELGIUM,EUROPEAN UNION,5246.952000000001,24517046.14,CO-00
13,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,STARBUCKS COFFEE,STARBUCKS COFFEE,UNITED STATES,UNITED STATES,4622.803999999998,20461043.86,CO-00
14,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,UNITED STATES,UNITED STATES,4499.29,18498006.93,CO-00
15,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,4099.633,21313305.65,CO-00
16,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,4082.946,17505924.6,CO-00
17,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,4034.355999999999,17770523.729999997,CO-00
18,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,BELGIUM,EUROPEAN UNION,3884.1479999999992,19828817.959999993,CO-00
19,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,MC AGRI ALLIANCE LTDA,MC AGRI ALLIANCE LTDA,JAPAN,JAPAN,3746.41875000001,18941387.670000013,CO-00
20,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,CANADA,CANADA,3733.995,16530701.259999996,CO-00
21,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,MITSUI AND CO LTDA,MITSUI AND CO LTDA,UNITED STATES,UNITED STATES,3684.2999999999993,18615801.38,CO-00
22,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,3649.754,16486367.44,CO-00
23,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,3520.1619999999984,14890535.990000002,CO-00
24,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,3507.2816999999995,17368403.84,CO-00
25,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,WALMART INC,WALMART INC,UNITED STATES,UNITED STATES,3481.9233624999924,16373117.450000027,CO-00
26,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,SPAIN,EUROPEAN UNION,3434.7770000000014,16381352.509999994,CO-00
27,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,DONG SUH FOODS CORPORATION,DONG SUH FOODS CORPORATION,SOUTH KOREA,SOUTH KOREA,3258.461,11710094.729999991,CO-00
28,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,VOLCAFE U SA,VOLCAFE U SA,CANADA,CANADA,3055.2930000000006,11621894.769999998,CO-00
29,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,NESTLE NESPRESSO SA,NESTLE NESPRESSO SA,BELGIUM,EUROPEAN UNION,2995.7110000000007,13497215.839999996,CO-00
30,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,CHINA (MAINLAND),CHINA (MAINLAND),2991.334000000001,13713903.589999998,CO-00
31,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,COFFEE AMERICA U SA CORPORATION,COFFEE AMERICA U SA CORPORATION,UNITED STATES,UNITED STATES,2958.117999999999,11852248.830000002,CO-00
32,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,LOUIS DREYFUS CO COFFEE MERCHANDISING LLC,LOUIS DREYFUS CO COFFEE MERCHANDISING LLC,UNITED STATES,UNITED STATES,2850.5660000000007,12914441.639999991,CO-00
33,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,2840.7060000000006,12516244.53,CO-00
34,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,LOUIS DREYFUS CO COFFEE MERCHANDISING LLC,LOUIS DREYFUS CO COFFEE MERCHANDISING LLC,UNITED STATES,UNITED STATES,2634.987,15261109.999999998,CO-00
35,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,SUCAFINA SA,SUCAFINA SA,CANADA,CANADA,2605.718000000001,12681793.670000002,CO-00
36,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,BELGIUM,EUROPEAN UNION,2597.6630000000005,12518006.39,CO-00
37,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,2538.429,10102050.95,CO-00
38,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,2537.8250000000003,11676057.53,CO-00
39,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,2517.3759999999993,13363466.389999997,CO-00
40,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,2511.2279999999996,12372567.920000004,CO-00
41,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,BENEFICIO BAJAREQUE SUR S A S,BENEFICIO BAJAREQUE SUR S A S,MCT USA INC,MCT USA INC,UNITED STATES,UNITED STATES,2472.883,11049828.190000003,CO-00
42,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,MEXICO,MEXICO,2450.347324999999,26904291.64000001,CO-00
43,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,STARBUCKS MANUF EMEA B V,STARBUCKS MANUF EMEA B V,UNITED STATES,UNITED STATES,2404.227,10640710.65,CO-00
44,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,2376.9339999999997,10502081.890000002,CO-00
45,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,ATLANTIC,ATLANTIC,UNITED STATES,UNITED STATES,2326.542,10071612.38,CO-00
46,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,SOUTH KOREA,SOUTH KOREA,2322.303999999999,10502195.780000005,CO-00
47,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,UNITED KINGDOM,EUROPEAN UNION,2224.7830000000004,10544955.19,CO-00
48,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,TCHIBO GMBH,TCHIBO GMBH,GERMANY,EUROPEAN UNION,2217.427,9974665.31,CO-00
49,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,COFFEE AMERICA U SA CORPORATION,COFFEE AMERICA U SA CORPORATION,UNITED STATES,UNITED STATES,2201.176,10055131.55,CO-00
50,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,METRO CANADA LOGISTICS INC,METRO CANADA LOGISTICS INC,CANADA,CANADA,2113.208,7983317.839999999,CO-00
51,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,2058.0460000000003,7662656.249999999,CO-00
52,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,DONGSUH FOODS CORPORATION,DONGSUH FOODS CORPORATION,SOUTH KOREA,SOUTH KOREA,2031.632,9471970.92,CO-00
53,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,NORWAY,NORWAY,2029.356,9725673.980000002,CO-00
54,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,FINLAND,EUROPEAN UNION,2023.1449999999995,9446204.01,CO-00
55,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,NESTLE JAPAN LTD,NESTLE,JAPAN,JAPAN,1958.488,8335830.069999999,CO-00
56,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,1957.868,9592537.66,CO-00
57,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,NESTLE JAPAN LTD,NESTLE,JAPAN,JAPAN,1939.404,9295571.079999996,CO-00
58,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,1929.496000000001,7524906.160000001,CO-00
59,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,1923.859,7126767.359999999,CO-00
60,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,1922.0180000000005,9099870.409999998,CO-00
61,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA NACIONAL DE CAFE SAS,COMPANIA NACIONAL DE CAFE SAS,COFFEIN COMPAGNIE,COFFEIN COMPAGNIE,GERMANY,EUROPEAN UNION,1882.9500000000005,8200292.09,CO-00
62,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,VOLCAFE U SA,VOLCAFE U SA,UNITED STATES,UNITED STATES,1882.1439999999996,7844334.960000001,CO-00
63,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,1837.268,8263884.5,CO-00
64,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,MITSUI AND CO LTDA,MITSUI AND CO LTDA,JAPAN,JAPAN,1822.9170000000008,8229858.81,CO-00
65,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,1820.99,7452681.87,CO-00
66,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,VILLEGAS Y CIA S C S,VILLEGAS Y CIA S C S,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,1784.034,8292892.81,CO-00
67,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IND COL DE CAFE S A S,IND COL DE CAFE S A S,CORDIAL SA U SA INC,CORDIAL SA U SA INC,UNITED STATES,UNITED STATES,1775.2150499999996,19191168.15999999,CO-00
68,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,DONG SUH FOODS CORPORATION,DONG SUH FOODS CORPORATION,SOUTH KOREA,SOUTH KOREA,1712.686,7459597.86,CO-00
69,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,SCHNEIDER TRANSPORT ON BEHALF OF NESTLE NESPRESSO SA,SCHNEIDER TRANSPORT ON BEHALF OF NESTLE NESPRESSO SA,BELGIUM,EUROPEAN UNION,1710.178,8681248.639999999,CO-00
70,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CARCAFE LTD,CARCAFE LTD,VOLCAFE U SA,VOLCAFE U SA,CANADA,CANADA,1709.3269999999995,8530614.52,CO-00
71,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,1692.515,8138951.590000001,CO-00
72,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,INTERAMERICAN COFFEE INC U SA,INTERAMERICAN COFFEE INC U SA,UNITED STATES,UNITED STATES,1672.437,6903567.999999997,CO-00
73,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,MARUBENI,MARUBENI,JAPAN,JAPAN,1663.3099999999995,6943771.6899999995,CO-00
74,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,1654.909,6340018.489999998,CO-00
75,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCDEN COLOMBIA SAS,SUCDEN COLOMBIA SAS,THE COFFEE SOURCE,THE COFFEE SOURCE,UNITED STATES,UNITED STATES,1652.8750000000005,6775619.959999999,CO-00
76,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,INDS ALIADAS S A S,INDS ALIADAS S A S,CORDIAL SA U SA INC,CORDIAL SA U SA INC,UNITED STATES,UNITED STATES,1650.3000000000009,26274594.819999963,CO-00
77,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,UNITED STATES,UNITED STATES,1646.8889375000003,17495824.12000001,CO-00
78,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,IXTAPA S A S,IXTAPA S A S,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,1635.3639999999994,6611547.149999999,CO-00
79,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,MC AGRI ALLIANCE LTDA,MC AGRI ALLIANCE LTDA,JAPAN,JAPAN,1562.971,7047359.070000001,CO-00
80,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,OLAM,OLAM,DONG SUH FOODS CORPORATION,DONG SUH FOODS CORPORATION,SOUTH KOREA,SOUTH KOREA,1561.585,6567638.729999999,CO-00
81,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,GERMANY,EUROPEAN UNION,1556.3485,13434609.19,CO-00
82,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,ITOCHU CORPORATION COFFEE DEPT,ITOCHU CORPORATION COFFEE DEPT,JAPAN,JAPAN,1512.1370000000002,7180564.260000002,CO-00
83,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,TCHIBO GMBH,TCHIBO GMBH,GERMANY,EUROPEAN UNION,1509.7959999999998,7504195.079999999,CO-00
84,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,UNITED STATES,UNITED STATES,1493.402,6278316.950000002,CO-00
85,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,AMERICAN COFFEE CORPORATION ORATION,AMERICAN COFFEE CORPORATION ORATION,UNITED STATES,UNITED STATES,1485.757,6023222.359999999,CO-00
86,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,S LAUMAYER Y CIA EXPORTADORES DE CAFE S A,INTER AMERICAN COFFEE INC,INTER AMERICAN COFFEE INC,UNITED STATES,UNITED STATES,1480.558,6789180.81,CO-00
87,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SKN CARIBECAFE LTD,SKN CARIBECAFE LTD,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,1456.59,5916803.72,CO-00
88,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,LOUIS DREYFUS CIA COL S A S,LOUIS DREYFUS,LUIGI LAVAZZA SPA,LUIGI LAVAZZA SPA,ITALY,EUROPEAN UNION,1404.156,5587367.61,CO-00
89,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,AMERICAN COFFEE CORPORATION ORATION,AMERICAN COFFEE CORPORATION ORATION,UNITED STATES,UNITED STATES,1399.9189999999996,5900579.61,CO-00
90,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,MITSUI AND CO LTDA,MITSUI AND CO LTDA,UNITED STATES,UNITED STATES,1384.667,6762831.550000001,CO-00
91,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,FOLGER COFFEE CO,FOLGER COFFEE CO,UNITED STATES,UNITED STATES,1353.362,5671463.14,CO-00
92,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,MITSUI AND CO LTDA,MITSUI AND CO LTDA,UNITED STATES,UNITED STATES,1350.362,5548826.63,CO-00
93,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,JOH JOHANSSON KAFFE AS,JOH JOHANSSON KAFFE AS,NORWAY,NORWAY,1323.115,5222972.02,CO-00
94,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,COMPANIA COLOMBIANA AGROINDUSTRIAL SAS,GUSTAV PAULING LTD,GUSTAV PAULING LTD,FINLAND,EUROPEAN UNION,1321.3370000000002,5916062.07,CO-00
95,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,A LA ORDEN,A LA ORDEN,TAIWAN,TAIWAN,1311.4,5611384.489999999,CO-00
96,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,STARKBUCKS COFFEE TRADING CO JOINTLY AND SEVERALLY WITH,UNITED STATES,UNITED STATES,1306.996,5048863.159999997,CO-00
97,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,SUCAFINA SA,SUCAFINA SA,CANADA,CANADA,1302.462,5754018.299999998,CO-00
98,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,RACAFE & CIA S C A,RACAFE & CIA S C A,NESTLE DEUTSCHLAND,NESTLE,GERMANY,EUROPEAN UNION,1298.601,6113393.75,CO-00
99,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,CIA CAFETERA LA MESETA S A,CIA CAFETERA LA MESETA S A,HAMBURG COFFEE CO,HAMBURG COFFEE CO,GERMANY,EUROPEAN UNION,1295.2519999999995,5715774.280000001,CO-00
100,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,HACO ASIA PACIFIC SDN BHD,HACO ASIA PACIFIC SDN BHD,MALAYSIA,MALAYSIA,1288.6389999999997,6603033.400000001,CO-00
101,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,MITSUI SOKO KOREA CO LTD,MITSUI SOKO KOREA CO LTD,SOUTH KOREA,SOUTH KOREA,1270.4119999999998,5275828.119999999,CO-00
102,2021,COLOMBIA,,,UNKNOWN,UNKNOWN,SUCAFINA COLOMBIA S A S,SUCAFINA COLOMBIA S A S,NESTLE NESPRESSO SA,NESTLE NESPRESSO SA,BELGIUM,EUROPEAN UNION,1269.2279999999998,5712122.08,CO-00
