,year,country_of_wood_production,province_of_wood_production,pulp_wood_source,wood_supplier,wood_supplier_corporate_group,pulp_mill,pulp_mill_corporate_group,zero_deforestation_indonesia_wood_pulp,product_type,pulp_grade,province_of_pulp_export,importer,importer_corporate_group,country_of_importer,country_of_destination,volume,annual_woodpulp_deforestation,burned_area,co2_total_emissions_wood_pulp_exposure,concession_area,concession_deforestation,deforestation_on_peat,land_use,peat_area,remaining_forest,wood_pulp_deforestation_10_year_total_exposure,wood_pulp_production_volume_m3,province_of_wood_production_trase_id,wood_supplier_trase_id,co2_emissions_wood_pulp_burned_peat_exposure,co2_emissions_wood_pulp_subsidence_co2_exposure,co2_gross_emissions_wood_pulp_deforestation_exposure,co2_net_emissions_wood_pulp_deforestation_exposure
0,2022,INDONESIA,RIAU,PLANTATION,PT ARARA ABADI,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,834257.4383451411,0.0,23.680567040005627,4522298.861846396,200304.4443645916,170.42748881530076,0.0,127763.4250571275,86468.57566513598,12101.499596501308,1889.709249792449,3736263.034211192,ID-14,ID-WOOD-CONCESSION-0471,0.0,4522321.865825806,0.0,-23.00397941029118
1,2022,INDONESIA,JAMBI,PLANTATION,PT WIRA KARYA SAKTI,SINAR MAS,LONTAR PAPYRUS,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,JAMBI,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,781341.7694354466,0.0,76.00115710732803,4300895.049172325,213917.9235380926,160.2085983237718,0.0,141304.03368772453,77347.56976314117,16551.87544643418,18849.032072000755,3336435.8948240317,ID-15,ID-WOOD-CONCESSION-0517,58927.72069598181,4248196.442921611,0.0,-6229.114445267277
2,2022,INDONESIA,RIAU,PLANTATION,PT RIAU ANDALAN PULP & PAPER,ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,DISSOLVING PULP,RIAU,APRIL FAR EAST MALAYSIA SDN BHD,ROYAL GOLDEN EAGLE / TANOTO,MALAYSIA,CHINA (MAINLAND),479923.55456500733,0.0,2.1772911069478775,3976022.705545827,147281.98601304638,50.58421021684607,0.0,97699.84200918656,84132.27020535154,23024.76078023111,21399.28791552652,2374729.1709005754,ID-14,ID-WOOD-CONCESSION-0476,1922.548047434976,3974099.722040171,0.0,0.0
3,2022,INDONESIA,RIAU,PLANTATION,PT RIAU ANDALAN PULP & PAPER,ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,337157.57427485054,0.0,1.5295981643870649,2793249.378807011,103469.05599069723,35.536596299756724,0.0,68636.43475200926,59104.8967504477,16175.435481506283,15033.502598861827,1668303.0436925823,ID-14,ID-WOOD-CONCESSION-0476,1350.6351791537784,2791898.437708224,0.0,0.0
4,2022,INDONESIA,RIAU,PLANTATION,PT SUMATERA RIANG LESTARI (RIAU),ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,DISSOLVING PULP,RIAU,APRIL FAR EAST MALAYSIA SDN BHD,ROYAL GOLDEN EAGLE / TANOTO,MALAYSIA,CHINA (MAINLAND),184725.33724068868,27.869326168932737,0.0,1883243.1529141248,46431.60377210611,86.77124948773238,27.869326168932737,25951.132703711657,46217.793785403825,14721.646594461488,25331.911112895683,914046.8377748996,ID-14,ID-WOOD-CONCESSION-0461,0.0,1902937.1864346897,16601.409232256116,-19694.46897878626
5,2022,INDONESIA,RIAU,PLANTATION,PT SEKATO PRATAMA MAKMUR,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,171658.58700057695,0.0,0.0,1376118.3459525087,31108.82262664051,50.17573861962406,0.0,18804.3999926536,29355.10749042067,7994.437965334007,132.61117542403142,768781.4899022254,ID-14,ID-WOOD-CONCESSION-0481,0.0,1376118.3459525087,0.0,0.0
6,2022,INDONESIA,RIAU,PLANTATION,PT SATRIA PERKASA AGUNG (SK 244),SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,161492.77150746452,0.0,0.0,1664358.2079634531,51946.3684465859,105.91087839479448,0.0,22677.187585139032,50640.55432123702,25122.18758558441,3142.749540023594,723253.231711109,ID-14,ID-WOOD-CONCESSION-0482,0.0,1664358.2079634531,0.0,0.0
7,2022,INDONESIA,RIAU,PLANTATION,PT BUKIT BATU HUTANI ALAM,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,147986.95705541922,0.0,0.0,1370957.3355130474,21942.413419269204,0.0,0.0,18994.52111660336,21430.23658357537,2732.9002154417453,207.712402322335,662766.9742022692,ID-14,ID-WOOD-CONCESSION-0483,0.0,1370957.3355130474,0.0,0.0
8,2022,INDONESIA,RIAU,PLANTATION,PT SUMATERA RIANG LESTARI (RIAU),ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,129773.89006802344,19.57885650415436,0.0,1323022.567170625,32619.292694819796,60.95884170677633,19.57885650415436,18231.28052132936,32469.086155076988,10342.302660304047,17796.262803377682,642139.3817127999,ID-14,ID-WOOD-CONCESSION-0461,0.0,1336858.0884871392,11662.88008381845,-13835.827236146708
9,2022,INDONESIA,JAMBI,PLANTATION,PT RIMBA HUTANI MAS (JAMBI),SINAR MAS,LONTAR PAPYRUS,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,JAMBI,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,123497.39697586262,0.0,0.0,0.0,28085.661328709684,46.91732977286264,0.0,16245.75034297014,0.0,3973.7908149264126,335.60104478904947,524111.8283951017,ID-15,ID-WOOD-CONCESSION-0416,0.0,0.0,0.0,0.0
10,2022,INDONESIA,KALIMANTAN TIMUR,PLANTATION,PT SURYA HUTANI JAYA,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,111526.05308978767,0.0,0.0,-1028.202074417839,91329.56515032242,2.422910721985996,0.0,47451.26596812652,1979.4188763827117,52.92147103285344,0.0,510157.7854315587,ID-64,ID-WOOD-CONCESSION-0354,0.0,52.89785591860264,0.0,-1081.572232621429
11,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT MUSI HUTAN PERSADA,MARUBENI,TANJUNG ENIM LESTARI,MARUBENI,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,105721.25014444882,0.0,39.66187213006082,-33505.87678494668,75492.82767060552,0.0,0.0,46939.95699662941,0.0,0.0,0.0,528665.1760462031,ID-16,ID-WOOD-CONCESSION-0636,0.0,0.0,0.0,-33505.87678494668
12,2022,INDONESIA,RIAU,PLANTATION,PT PERAWANG SUKSES PERKASA,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,98163.39081678988,0.0,0.0,0.0,36692.02374704395,88.4764091552229,0.0,13585.879604666012,0.0,2012.6042288605288,21.65080415086217,439629.7270977021,ID-14,ID-WOOD-CONCESSION-0435,0.0,0.0,0.0,0.0
13,2022,INDONESIA,RIAU,PLANTATION,PT MUTIARA SABUK KHATULISTIWA,UNKNOWN AFFILIATION,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,96701.5094097148,0.0,0.0,789418.0271323647,24475.141208869627,20.981908784089708,0.0,10755.270221831895,24100.647956948804,11312.843736949884,9758.821216720971,438826.3533341328,ID-14,ID-WOOD-CONCESSION-0644,0.0,789418.0271323647,0.0,0.0
14,2022,INDONESIA,SUMATERA UTARA,PLANTATION,PT TOBA PULP LESTARI,ROYAL GOLDEN EAGLE / TANOTO,TOBA PULP LESTARI,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,DISSOLVING PULP,SUMATERA UTARA,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,92649.4922906705,0.0,97.00372547560151,9733.558032591278,142987.74590039958,156.28591554985104,0.0,51782.971206519345,182.0947127349011,36920.25790037337,11405.595932236514,550628.0331042905,ID-12,ID-WOOD-CONCESSION-0641,0.0,9733.558032591278,0.0,0.0
15,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI MEKAR HIJAU,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,CHINA UNION (MACAO COMMERCIAL OFFSHORE) CO LTD,CHINA UNION,MACAO,CHINA (MAINLAND),91722.164739037,0.0,0.0,1194453.3885334537,45123.032620880585,0.0,0.0,19142.53653823524,33144.4333430364,828.4089004781042,546.4814475322214,439880.9648893541,ID-16,ID-WOOD-CONCESSION-0540,0.0,1364555.7005097205,0.0,-170102.3119762667
16,2022,INDONESIA,JAMBI,PLANTATION,PT TEBO MULTI AGRO,SINAR MAS,LONTAR PAPYRUS,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,JAMBI,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,90203.60785143053,0.0,0.0,0.0,18851.621837680155,156.09006547573796,0.0,9775.998864598494,0.0,1382.0817103784514,8502.056086992663,370523.2329596033,ID-15,ID-WOOD-CONCESSION-0555,0.0,0.0,0.0,0.0
17,2022,INDONESIA,RIAU,PLANTATION,PT BINA DUTA LAKSANA,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,90043.204054287,0.0,0.0,629232.6991206047,14133.033503241431,38.782103624100365,0.0,8696.677083164086,12605.386336813614,3771.1006752077183,6096.8053830066665,407581.4327339565,ID-14,ID-WOOD-CONCESSION-0440,0.0,629232.6991206047,0.0,0.0
18,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT MUSI HUTAN PERSADA,MARUBENI,TANJUNG ENIM LESTARI,MARUBENI,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,KING ADVANCEMENT DEVELOPMENT (HONG KONG) LTD,UNKNOWN AFFILIATION,CHINA (HONG KONG),CHINA (MAINLAND),88511.26049441454,0.0,33.205455771696656,-28051.57320930424,63203.616361736385,0.0,0.0,39298.7668576433,0.0,0.0,0.0,442605.6355502527,ID-16,ID-WOOD-CONCESSION-0636,0.0,0.0,0.0,-28051.57320930424
19,2022,INDONESIA,KALIMANTAN TIMUR,PLANTATION,PT ITCI HUTANI MANUNGGAL,ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,DISSOLVING PULP,RIAU,APRIL FAR EAST MALAYSIA SDN BHD,ROYAL GOLDEN EAGLE / TANOTO,MALAYSIA,CHINA (MAINLAND),84894.59221335057,0.0,0.0,-4470.4141007853605,70820.74783569326,5.902354423851251,0.0,44519.942180205806,0.0,690.409788544789,2.177291106947867,420070.43422033,ID-64,ID-WOOD-CONCESSION-0565,0.0,0.0,0.0,-4470.4141007853605
20,2022,INDONESIA,RIAU,PLANTATION,PT ARARA ABADI,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,GREAT CHAMP (L) BHD,UNKNOWN AFFILIATION,MALAYSIA,CHINA (MAINLAND),83691.91407852413,0.0,2.3756120005045256,453672.72784983536,20094.351667467577,17.09712385524798,0.0,12817.105489007772,8674.445407899395,1214.0109490191644,189.57383764026113,374818.3599708028,ID-14,ID-WOOD-CONCESSION-0471,0.0,453675.0355872073,0.0,-2.3077373719186816
21,2022,INDONESIA,RIAU,PLANTATION,PT RIAU ANDALAN PULP & PAPER,ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,APRIL INTERNATIONAL ENTEPRISE PTE LTD,ROYAL GOLDEN EAGLE / TANOTO,SINGAPORE,INDIA,80105.06575525152,0.0,0.3634163100172641,663646.4437774947,24583.15092459383,8.443118590565147,0.0,16307.289346356682,14042.6969521151,3843.112009726372,3571.8008613736793,396371.1190594157,ID-14,ID-WOOD-CONCESSION-0476,320.8966017452442,663325.4744924874,0.0,0.0
22,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI ANDALAS PERMAI,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,CHINA UNION (MACAO COMMERCIAL OFFSHORE) CO LTD,CHINA UNION,MACAO,CHINA (MAINLAND),73932.37120180535,0.0,0.0,1336654.8567208173,34171.40738630379,0.4209414220225094,0.0,24226.74318256419,21408.87497290366,32.033610398724086,0.0,354564.7717095768,ID-16,ID-WOOD-CONCESSION-0429,0.0,1407446.2906088769,0.0,-70791.43388805962
23,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI MEKAR HIJAU,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,BRIGHTENING SKY CO LTD,UNKNOWN AFFILIATION,CHINA (HONG KONG),CHINA (MAINLAND),72303.04799212115,0.0,0.0,941567.6234986424,35569.73172645849,0.0,0.0,15089.741306834823,26127.202312455815,653.0208773286475,430.782182694273,346750.8056063074,ID-16,ID-WOOD-CONCESSION-0540,0.0,1075656.4302923218,0.0,-134088.8067936795
24,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI MEKAR HIJAU,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,GREAT CHAMP (L) BHD,UNKNOWN AFFILIATION,MALAYSIA,CHINA (MAINLAND),70600.28001924993,0.0,0.0,919393.2997583672,34732.04919896622,0.0,0.0,14734.371389110329,25511.895426317013,637.641953944219,420.6370764457051,338584.6745406011,ID-16,ID-WOOD-CONCESSION-0540,0.0,1050324.2573040635,0.0,-130930.95754569655
25,2022,INDONESIA,SUMATERA UTARA,PLANTATION,PT SUMATERA RIANG LESTARI (SUMATERA UTARA),ROYAL GOLDEN EAGLE / TANOTO,TOBA PULP LESTARI,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,DISSOLVING PULP,SUMATERA UTARA,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,65729.14068258155,0.0,4.953917645837281,0.0,23810.65131345647,7.998870186065186,0.0,12199.729905395136,0.0,1389.801446832391,4900.132254253905,352433.73226771835,ID-12,ID-WOOD-CONCESSION-0402,0.0,0.0,0.0,0.0
26,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI MEKAR HIJAU,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,FREELAND UNIVERSAL LTD,UNKNOWN AFFILIATION,CHINA (HONG KONG),CHINA (MAINLAND),60658.68968966852,0.0,0.0,789928.7773022586,29841.24983742204,0.0,0.0,12659.54839868451,21919.433572193902,547.8522947341027,361.4049956336205,290906.8165315463,ID-16,ID-WOOD-CONCESSION-0540,0.0,902422.6699946116,0.0,-112493.89269235294
27,2022,INDONESIA,KALIMANTAN TIMUR,PLANTATION,PT ITCI HUTANI MANUNGGAL,ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,59640.44587402893,0.0,0.0,-3140.5709511195055,49753.239493017805,4.146542675655576,0.0,31276.305506487908,0.0,485.029099628914,1.529598164387057,295109.35081042233,ID-64,ID-WOOD-CONCESSION-0565,0.0,0.0,0.0,-3140.5709511195055
28,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI ANDALAS PERMAI,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,BRIGHTENING SKY CO LTD,UNKNOWN AFFILIATION,CHINA (HONG KONG),CHINA (MAINLAND),58279.65136217925,0.0,0.0,1053662.6619024314,26936.748769937352,0.3318210808146346,0.0,19097.53634800795,16876.25798003409,25.25155916903598,0.0,279497.4778252509,ID-16,ID-WOOD-CONCESSION-0429,0.0,1109466.3649266912,0.0,-55803.703024259696
29,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI ANDALAS PERMAI,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,GREAT CHAMP (L) BHD,UNKNOWN AFFILIATION,MALAYSIA,CHINA (MAINLAND),56907.14042985406,0.0,0.0,1028848.4516482082,26302.37671547395,0.3240065512086871,0.0,18647.78112803887,16478.814823924742,24.656874056690754,0.0,272915.1916429176,ID-16,ID-WOOD-CONCESSION-0429,0.0,1083337.9533916633,0.0,-54489.50174345505
30,2022,INDONESIA,RIAU,PLANTATION,PT ARARA ABADI,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,CHINA UNION (MACAO COMMERCIAL OFFSHORE) CO LTD,CHINA UNION,MACAO,CHINA (MAINLAND),56057.21978467402,0.0,1.5911955832488671,303872.0298776956,13459.28696046887,11.451730315788836,0.0,8584.954798937139,5810.182478136814,813.1499839556315,126.97740754325962,251055.0202556065,ID-14,ID-WOOD-CONCESSION-0471,0.0,303873.57561054797,0.0,-1.5457328522988996
31,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT SBA WOOD INDUSTRIES,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,CHINA UNION (MACAO COMMERCIAL OFFSHORE) CO LTD,CHINA UNION,MACAO,CHINA (MAINLAND),56033.064191600235,0.0,0.0,936178.7921169824,24630.609379354784,0.0,0.0,15609.60880336429,17467.39330860085,0.0,0.0,268723.37217656296,ID-16,ID-WOOD-CONCESSION-0428,0.0,999356.446708494,0.0,-63177.65459151131
32,2022,INDONESIA,KALIMANTAN UTARA,PLANTATION,PT ADINDO HUTANI LESTARI,ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,DISSOLVING PULP,RIAU,APRIL FAR EAST MALAYSIA SDN BHD,ROYAL GOLDEN EAGLE / TANOTO,MALAYSIA,CHINA (MAINLAND),54164.31573158296,0.4354582213895745,20.901994626699576,488484.40446640435,78922.88350286787,146.6042849446186,0.0,24211.91256748173,16401.533908638325,29458.40656056516,10859.02166679182,268012.7778933056,ID-65,ID-WOOD-CONCESSION-0536,0.0,488483.5335499616,117.57371977518513,1.3063746641687235
33,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI MEKAR HIJAU,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,DRAGON CROWN (HK) TRADING LTD,DRAGON CROWN HOLDINGS,CHINA (HONG KONG),CHINA (MAINLAND),53833.21426259502,0.0,0.0,701043.9120636827,26483.43385886198,0.0,0.0,11235.062690946155,19453.001211261097,486.206512497393,320.7387542502523,258173.21582301607,ID-16,ID-WOOD-CONCESSION-0540,0.0,800879.69584871,0.0,-99835.78378502723
34,2022,INDONESIA,RIAU,PLANTATION,PT RUAS UTAMA JAYA,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,52270.846533077376,0.0,0.0,751658.4101694115,27213.0310547447,48.48458793951672,0.0,11193.465745995782,21924.8221408966,2900.736532832567,5195.516408577225,234097.29011830897,ID-14,ID-WOOD-CONCESSION-0542,0.0,751658.4101694115,0.0,0.0
35,2022,INDONESIA,RIAU,PLANTATION,PT RIAU ANDALAN PULP & PAPER,ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,APRIL INTERNATIONAL ENTEPRISE PTE LTD,ROYAL GOLDEN EAGLE / TANOTO,SINGAPORE,BANGLADESH,52141.30174247579,0.0,0.2365518247827546,431975.0461356412,16001.453566699529,5.4957222733357955,0.0,10614.600792016725,9140.551751065466,2501.525478320184,2324.925954694826,258002.4861851497,ID-14,ID-WOOD-CONCESSION-0476,208.87526128317236,431766.123563993,0.0,0.0
36,2022,INDONESIA,RIAU,PLANTATION,PT MITRA HUTANI JAYA,SINAR MAS,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,49132.41059197638,0.0,0.0,315106.4801992786,6573.048822675831,0.1826786600229001,0.0,4292.948510538152,6487.1221937020955,658.3903676212205,209.74216521147784,220041.85869862084,ID-14,ID-WOOD-CONCESSION-0445,0.0,315106.4801992786,0.0,0.0
37,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT BUMI ANDALAS PERMAI,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,FREELAND UNIVERSAL LTD,UNKNOWN AFFILIATION,CHINA (HONG KONG),CHINA (MAINLAND),48893.75185933691,0.0,0.0,883970.9835316265,22598.603105393864,0.2783815140935506,0.0,16021.89068567641,14158.347737224463,21.184812180833234,0.0,234484.5929357553,ID-16,ID-WOOD-CONCESSION-0429,0.0,930787.536903648,0.0,-46816.55337202171
38,2022,INDONESIA,SUMATERA UTARA,PLANTATION,PT SUMATERA RIANG LESTARI (SUMATERA UTARA),ROYAL GOLDEN EAGLE / TANOTO,APRIL,ROYAL GOLDEN EAGLE / TANOTO,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,DISSOLVING PULP,RIAU,APRIL FAR EAST MALAYSIA SDN BHD,ROYAL GOLDEN EAGLE / TANOTO,MALAYSIA,CHINA (MAINLAND),47250.64511935125,0.0,3.5612180868809116,0.0,17116.74036187261,5.750140236013822,0.0,8770.008284385227,0.0,999.0852499923332,3522.553433366204,253353.7033732047,ID-12,ID-WOOD-CONCESSION-0402,0.0,0.0,0.0,0.0
39,2022,INDONESIA,JAMBI,PLANTATION,PT WIRA KARYA SAKTI,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,CHINA UNION (MACAO COMMERCIAL OFFSHORE) CO LTD,CHINA UNION,MACAO,CHINA (MAINLAND),44645.90252861325,0.0,4.34270940708479,245753.32928877437,12223.279411141322,9.15432624340175,0.0,8074.118601748763,4419.643484522067,945.7748795142332,1077.0345085394506,190644.09145937383,ID-15,ID-WOOD-CONCESSION-0517,3367.132511457919,242742.12864636772,0.0,-355.93186905126316
40,2022,INDONESIA,SUMATERA SELATAN,PLANTATION,PT SBA WOOD INDUSTRIES,SINAR MAS,OKI,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,SUMATERA SELATAN,BRIGHTENING SKY CO LTD,UNKNOWN AFFILIATION,CHINA (HONG KONG),CHINA (MAINLAND),44169.927093604834,0.0,0.0,737974.0799644678,19415.89731443331,0.0,0.0,12304.793477770403,13769.253923326916,0.0,0.0,211830.13866241043,ID-16,ID-WOOD-CONCESSION-0428,0.0,787775.968144453,0.0,-49801.888179985115
41,2022,INDONESIA,RIAU,PLANTATION,PT SUNTARA GAJAPATI,UNKNOWN AFFILIATION,INDAH KIAT,SINAR MAS,"{""COMPANY COMMITMENT""}",WOOD PULP CHEMICAL,PAPER GRADE PULP,RIAU,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,INDONESIA,43507.52416637968,0.0,0.0,456457.81462396146,23466.08876138611,34.65497759106348,0.0,6218.516904705468,18702.91184819641,2859.749650209617,5868.044512513385,194850.47148146312,ID-14,ID-WOOD-CONCESSION-0456,0.0,456457.81462396146,0.0,0.0
