,year,biome,country_of_production,product_type,zero_deforestation_bolivia_soy,province_of_production,municipality_of_production,port_of_export,exporter_group,importer_group,country,economic_bloc,volume,co2_gross_emissions_soy_deforestation_5_year_total_exposure,land_use,soy_deforestation_5_year_total_exposure,province_of_production_trase_id,municipality_of_production_trase_id
0,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},WARNES,OKINAWA UNO,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,1588.959542524164,8372.012374802534,12.657651269987102,BO-0702,BO-070202
1,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,212627.4556985276,8372.012374802533,825.4361639202804,BO-0705,BO-070502
2,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,212627.4556985276,8372.012374802533,825.4361639202804,BO-0705,BO-070502
3,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,212627.4556985276,8372.012374802533,825.4361639202804,BO-0705,BO-070502
4,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,164523.6670004063,8372.012374802536,525.0268862074378,BO-0711,BO-071106
5,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,164523.6670004063,8372.012374802536,525.0268862074378,BO-0711,BO-071106
6,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,164523.6670004063,8372.012374802536,525.0268862074378,BO-0711,BO-071106
7,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,25572.97309841041,164523.6670004063,8372.012374802536,525.0268862074378,BO-0711,BO-071106
8,2021,DRY CHACO,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CORDILLERA,CABEZAS,YACUIBA,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,20061.075432630212,32933.32408450951,6567.541878197448,173.29838059799977,BO-0707,BO-070703
9,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEANS,{UNKNOWN},SARA,SANTA ROSA DEL SARA,DESAGUADERO,SOYAGRAIN SRL,SEABOARD OVERSEAS PERU SA,PERU,PERU,14646.144322970153,70109.01908333617,4794.816036570724,219.69679043964592,BO-0706,BO-070602
10,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,SAN JOSE DE CHIQUITOS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,762646.7377211738,4537.4303934776635,2599.484455845039,BO-0705,BO-070501
11,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,SAN JOSE DE CHIQUITOS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,762646.7377211738,4537.4303934776635,2599.484455845039,BO-0705,BO-070501
12,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,SAN JOSE DE CHIQUITOS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,762646.7377211738,4537.4303934776635,2599.484455845039,BO-0705,BO-070501
13,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,SAN JOSE DE CHIQUITOS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,762646.7377211738,4537.4303934776635,2599.484455845039,BO-0705,BO-070501
14,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,115238.99353972008,4537.430393477668,447.3666509762935,BO-0705,BO-070502
15,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,115238.99353972008,4537.430393477668,447.3666509762935,BO-0705,BO-070502
16,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,115238.99353972008,4537.430393477668,447.3666509762935,BO-0705,BO-070502
17,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,115238.99353972008,4537.430393477668,447.3666509762935,BO-0705,BO-070502
18,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,115238.99353972008,4537.430393477668,447.3666509762935,BO-0705,BO-070502
19,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13859.93954542513,115238.99353972008,4537.430393477668,447.3666509762935,BO-0705,BO-070502
20,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,13249.528793593605,110163.71016951896,4337.59573411365,427.66400993144657,BO-0705,BO-070502
21,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},OBISPO SANTISTEBAN,SAN PEDRO,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,141.40733017676902,3783.1308000771337,1.547161016381177,BO-0710,BO-071005
22,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
23,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
24,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
25,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
26,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
27,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
28,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
29,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
30,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
31,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,17683.726904672323,3783.130800077127,91.35014971988586,BO-0711,BO-071104
32,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},GUARAYOS,EL PUENTE,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,11555.871855770178,70615.62273664688,3783.130800077123,275.4265091323825,BO-0715,BO-071503
33,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,PORT SUAREZ,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,11339.847583073535,94285.59324406042,3712.409344370188,366.02393677075855,BO-0705,BO-070502
34,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,PORT SUAREZ,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,11339.847583073535,94285.59324406042,3712.409344370188,366.02393677075855,BO-0705,BO-070502
35,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,PORT SUAREZ,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,11339.847583073535,94285.59324406042,3712.409344370188,366.02393677075855,BO-0705,BO-070502
36,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,PORT SUAREZ,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,11339.847583073535,94285.59324406042,3712.409344370188,366.02393677075855,BO-0705,BO-070502
37,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,PORT SUAREZ,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,11339.847583073535,72954.884847117,3712.4093443701886,232.8131673895248,BO-0711,BO-071106
38,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},OBISPO SANTISTEBAN,SAN PEDRO,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,137.11598506506556,3668.322608411602,1.5002086988714287,BO-0710,BO-071005
39,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
40,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
41,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
42,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
43,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
44,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
45,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
46,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
47,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
48,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,17147.071733301786,3668.322608411594,88.57790999254101,BO-0711,BO-071104
49,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},GUARAYOS,EL PUENTE,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,11205.18116570666,68472.622037447,3668.3226084115904,267.06803010501335,BO-0715,BO-071503
50,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},WARNES,OKINAWA UNO,DESAGUADERO,UNKNOWN,UNKNOWN,PERU,PERU,10992.412124534238,683.0061594098613,3598.6668418014506,5.440826874251126,BO-0702,BO-070202
51,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,10684.225788264032,88834.40094059252,3497.773613193644,344.8619882868053,BO-0705,BO-070502
52,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",OBISPO SANTISTEBAN,SAN PEDRO,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,10548.35116346358,129.078462829059,3453.2913374772697,1.41226883708137,BO-0710,BO-071005
53,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",OBISPO SANTISTEBAN,SAN PEDRO,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,10548.35116346358,129.078462829059,3453.2913374772697,1.41226883708137,BO-0710,BO-071005
54,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",OBISPO SANTISTEBAN,SAN PEDRO,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,10548.35116346358,129.078462829059,3453.2913374772697,1.41226883708137,BO-0710,BO-071005
55,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",OBISPO SANTISTEBAN,SAN PEDRO,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,10548.35116346358,129.078462829059,3453.2913374772697,1.41226883708137,BO-0710,BO-071005
56,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,10548.35116346358,16141.9375013345,3453.2913374772634,83.38561296862949,BO-0711,BO-071104
57,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,10548.35116346358,16141.9375013345,3453.2913374772634,83.38561296862949,BO-0711,BO-071104
58,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,DESAGUADERO,INDUSTRIAS DE ACEITE S.A.,R TRADING SA,PERU,PERU,10427.256071598738,15956.628027435756,3413.647546209078,82.42834596962993,BO-0711,BO-071104
59,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,SAN JOSE DE CHIQUITOS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,10332.715415742276,568560.3229213376,3382.6970760503496,1937.9401347214591,BO-0705,BO-070501
60,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{NONE},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,INDUSTRIAS DE ACEITE S.A.,ALICORP URUGUAY SRL,COLOMBIA,COLOMBIA,10110.815938577358,15472.385820195102,3310.0522114255823,79.92685980833699,BO-0711,BO-071104
61,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEANS,{NONE},VELASCO,SAN IGNACIO DE VELASCO,PORT SUAREZ,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,AMERINTER USA CORP,ARGENTINA,ARGENTINA,10048.474,594224.414136425,3289.642872267782,1874.4227215988176,BO-0703,BO-070301
62,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},OBISPO SANTISTEBAN,SAN PEDRO,TAMBO QUEMADA,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,9983.47573300016,122.16617377798237,3268.3639113284653,1.3366403379051572,BO-0710,BO-071005
63,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},OBISPO SANTISTEBAN,SAN PEDRO,TAMBO QUEMADA,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,9983.47573300016,122.16617377798237,3268.3639113284653,1.3366403379051572,BO-0710,BO-071005
64,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},OBISPO SANTISTEBAN,SAN PEDRO,TAMBO QUEMADA,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,9983.47573300016,122.16617377798237,3268.3639113284653,1.3366403379051572,BO-0710,BO-071005
65,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},OBISPO SANTISTEBAN,SAN PEDRO,TAMBO QUEMADA,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,9983.47573300016,122.16617377798237,3268.3639113284653,1.3366403379051572,BO-0710,BO-071005
66,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,9983.47573300016,15277.519569728023,3268.363911328459,78.92022465436291,BO-0711,BO-071104
67,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,SAN JULIAN,TAMBO QUEMADA,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,9983.47573300016,15277.519569728023,3268.363911328459,78.92022465436291,BO-0711,BO-071104
68,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,82494.57937902631,3248.148914477749,320.25031256258444,BO-0705,BO-070502
69,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,82494.57937902631,3248.148914477749,320.25031256258444,BO-0705,BO-070502
70,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,SAN JULIAN,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,15183.027334968525,3248.148914477748,78.43209905509421,BO-0711,BO-071104
71,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,SAN JULIAN,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,15183.027334968525,3248.148914477748,78.43209905509421,BO-0711,BO-071104
72,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,SAN JULIAN,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,15183.027334968525,3248.148914477748,78.43209905509421,BO-0711,BO-071104
73,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,63831.41190541695,3248.14891447775,203.69839820578923,BO-0711,BO-071106
74,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,63831.41190541695,3248.14891447775,203.69839820578923,BO-0711,BO-071106
75,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,63831.41190541695,3248.14891447775,203.69839820578923,BO-0711,BO-071106
76,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,63831.41190541695,3248.14891447775,203.69839820578923,BO-0711,BO-071106
77,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9921.72742835078,63831.41190541695,3248.14891447775,203.69839820578923,BO-0711,BO-071106
78,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},CHIQUITOS,PAILON,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9815.697117390531,81612.98633313198,3213.43699138428,316.8279004401652,BO-0705,BO-070502
79,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,{UNKNOWN},NUFLO DE CHAVEZ,CUATRO CANADAS,UNKNOWN,PROCESSED DOMESTICALLY,PROCESSED DOMESTICALLY,BOLIVIA,BOLIVIA,9406.59626245058,60517.316666120576,3079.5066342482755,193.1224784259416,BO-0711,BO-071106
80,2021,SOUTHWEST AMAZON MOIST FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",OBISPO SANTISTEBAN,SAN PEDRO,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,9017.22560700388,110.34232765841196,2952.0354976995386,1.2072736794934529,BO-0710,BO-071005
81,2021,CHIQUITANO DRY FORESTS,BOLIVIA,SOYBEAN CAKE,"{""COMPANY COMMITMENT""}",OBISPO SANTISTEBAN,FERNANDEZ ALONSO,DESAGUADERO,CARGILL,CARGILL,PERU,PERU,8906.413065839977,76.69287058267433,2915.757980715589,1.190645130028725,BO-0710,BO-071004
