,year,biome,country_of_production,product_type,forest_500_soy,zero_deforestation_paraguay_soy,department,district_of_export,exporter,exporter_group,country_of_destination,economic_bloc,volume,fob,land_use,soy_deforestation_5_year_total_exposure,department_trase_id
0,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,146817.00999999998,48351961.748491794,65145.73837633885,161.498711,PY-10
1,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},SAN PEDRO,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,UNITED KINGDOM,EUROPEAN UNION,71379.84999999999,22686165.058938418,29443.337742911703,1477.5628949999996,PY-02
2,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,70224.1,23127246.141817693,28246.40967733365,393.25496,PY-05
3,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,POLAND,EUROPEAN UNION,56005.920000000006,16261330.298256263,23101.77477484884,1159.322544,PY-02
4,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},CAAGUAZU,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,UNITED KINGDOM,EUROPEAN UNION,55450.43000000001,17623431.63083603,22303.96064263283,310.522408,PY-05
5,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,INDIA,INDIA,43674.6,28470709.85773629,19379.32168276175,48.04206,PY-10
6,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,POLAND,EUROPEAN UNION,43507.42,12632388.15345074,17500.094829607202,243.64155199999996,PY-05
7,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},ITAPUA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,UNITED KINGDOM,EUROPEAN UNION,40857.88,12985581.34725955,15559.716452403189,57.201031999999984,PY-07
8,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,CHILE,CHILE,40224.34,13666072.436855074,17848.370090093118,44.246774,PY-10
9,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,39157.939999999995,12921094.32804321,15750.592963960378,219.28446399999993,PY-05
10,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,CHILE,CHILE,33904.85,11187709.810208036,13985.346700402984,701.8303949999998,PY-02
11,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,33330.94,11262478.31567771,14789.626195748357,36.66403400000001,PY-10
12,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",AMAMBAY,VILLETA,ADM PARAGUAY,ADM,INDIA,INDIA,32676.11,17955920.803509593,12349.36945803606,294.08499,PY-13
13,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",AMAMBAY,VILLETA,ADM PARAGUAY,ADM,THAILAND,THAILAND,32640.56,9450544.964176914,12335.933951660512,293.76504,PY-13
14,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,POLAND,EUROPEAN UNION,32057.840000000004,9308000.13374073,12208.438139142538,44.880976,PY-07
15,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,POLAND,EUROPEAN UNION,28544.980000000003,9527836.26725281,11774.464180082472,590.881086,PY-02
16,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,ANTEQUERA,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,8812436.521380696,12299.872956656356,125.0851875,PY-14
17,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,ANTEQUERA,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,8812436.521380696,12299.872956656356,125.0851875,PY-14
18,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,ANTEQUERA,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,8812436.521380696,11339.813108668925,569.0688749999999,PY-02
19,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,ANTEQUERA,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,8812436.521380696,12299.872956656356,125.0851875,PY-14
20,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,ANTEQUERA,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,8812436.521380696,12198.435182262094,30.240375,PY-10
21,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{UNKNOWN},ALTO PARANA,CIUDAD DEL ESTE,LAR SRL,LAR,BRAZIL,BRAZIL,27491.25,8344373.861189031,12198.435182262094,30.240375,PY-10
22,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,TOBATI,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,27491.25,8931356.325425448,11057.872013197728,153.95099999999996,PY-05
23,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},AMAMBAY,TOBATI,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,8575936.132389905,10389.84148092395,247.42125,PY-13
24,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},AMAMBAY,TOBATI,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,8575936.132389905,10389.84148092395,247.42125,PY-13
25,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,9579492.17551131,10469.36490395804,38.48774999999999,PY-07
26,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,9579492.17551131,10469.36490395804,38.48774999999999,PY-07
27,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,NATALIO,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,27491.25,9579492.17551131,12198.435182262094,30.240375,PY-10
28,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},SAN PEDRO,ANTEQUERA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,9514461.727557324,11339.813108668925,569.0688749999999,PY-02
29,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},SAN PEDRO,ANTEQUERA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,9514461.727557324,11339.813108668925,569.0688749999999,PY-02
30,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},SAN PEDRO,ANTEQUERA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,9514461.727557324,11339.813108668925,569.0688749999999,PY-02
31,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},SAN PEDRO,ANTEQUERA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,9514461.727557324,11339.813108668925,569.0688749999999,PY-02
32,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},SAN PEDRO,ANTEQUERA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,9514461.727557324,11339.813108668925,569.0688749999999,PY-02
33,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},SAN PEDRO,ANTEQUERA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,27491.25,9514461.727557324,11339.813108668925,569.0688749999999,PY-02
34,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,SAN JUAN DEL PARANA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,ARGENTINA,ARGENTINA,27491.25,8963698.877911352,12198.435182262094,30.240375,PY-10
35,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},CANINDEYU,SAN ANTONIO,AGROFERTIL SA,AGROFERTIL SA,ARGENTINA,ARGENTINA,27491.25,8739368.140527742,12299.872956656356,125.0851875,PY-14
36,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,VILLETA,AGROFERTIL SA,AGROFERTIL SA,ARGENTINA,ARGENTINA,27491.25,8733246.996477913,12198.435182262094,30.240375,PY-10
37,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},CANINDEYU,VILLETA,AGROFERTIL SA,AGROFERTIL SA,ARGENTINA,ARGENTINA,27491.25,8733246.996477913,12299.872956656356,125.0851875,PY-14
38,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,PERU,PERU,27155.05,9854159.296754925,12049.25630140813,29.870555,PY-10
39,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",AMAMBAY,VILLETA,ADM PARAGUAY,ADM,NETHERLANDS,EUROPEAN UNION,26723.49,7644605.18948326,10099.679895132318,240.51141,PY-13
40,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,VILLETA,AGROFERTIL SA,AGROFERTIL SA,ARGENTINA,ARGENTINA,26247.11,8338016.401147042,11646.384578973428,28.871821,PY-10
41,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},CANINDEYU,VILLA DEL ROSARIO,AGROFERTIL SA,AGROFERTIL SA,ARGENTINA,ARGENTINA,25000.0,8168546.599999999,11185.2616347532,113.75,PY-14
42,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ALTO PARANA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,11053.480615898252,27.401990000000005,PY-10
43,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ALTO PARANA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,11053.480615898252,27.401990000000005,PY-10
44,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ALTO PARANA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,11053.480615898252,27.401990000000005,PY-10
45,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ITAPUA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,9486.702212013215,34.87526,PY-07
46,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ALTO PARANA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,11053.480615898252,27.401990000000005,PY-10
47,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ITAPUA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,9486.702212013215,34.87526,PY-07
48,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ITAPUA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,9486.702212013215,34.87526,PY-07
49,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ALTO PARANA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,11053.480615898252,27.401990000000005,PY-10
50,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ITAPUA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,9486.702212013215,34.87526,PY-07
51,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ITAPUA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,24910.9,8266186.062233765,9486.702212013215,34.87525999999999,PY-07
52,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{UNKNOWN},ALTO PARANA,ÑACUNDAY,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,ARGENTINA,ARGENTINA,24461.01,7601754.215054251,10853.85513491256,26.907111,PY-10
53,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{UNKNOWN},ITAPUA,ÑACUNDAY,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,ARGENTINA,ARGENTINA,24461.01,7601754.215054251,9315.372695289108,34.24541399999999,PY-07
54,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",AMAMBAY,VILLETA,ADM PARAGUAY,ADM,PERU,PERU,23879.68,7583929.95814602,9024.911192295369,214.91712,PY-13
55,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,ECUADOR,ECUADOR,23805.2,8354797.995525516,10562.858698705428,26.185720000000003,PY-10
56,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,1.0,{NONE},ALTO PARANA,HOHENAU,SODRUGESTVO PARAGUAY SA,SODRUGESTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,23128.89,7674858.835756216,10262.765989275496,25.441779,PY-10
57,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,ENCARNACION,AGROFERTIL SA,AGROFERTIL SA,ARGENTINA,ARGENTINA,23098.33,6891120.478053134,10249.20588636384,25.408163,PY-10
58,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},SAN PEDRO,TOBATI,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ARGENTINA,ARGENTINA,22525.78,7026952.742156314,9291.615889673703,466.28364599999986,PY-02
59,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,POLAND,EUROPEAN UNION,22174.78,7401567.017144291,8919.415419845103,124.17876799999998,PY-05
60,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{UNKNOWN},ALTO PARANA,ÑACUNDAY,AGROTORO,AGROTORO,ARGENTINA,ARGENTINA,21695.59,6703225.521554657,9626.781188775834,23.865149,PY-10
61,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,INDIA,INDIA,20890.01,13617836.606860757,8402.639273747853,116.98405599999997,PY-05
62,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,ADM PARAGUAY,ADM,INDIA,INDIA,20522.99,11277629.371591862,8255.011931001203,114.928744,PY-05
63,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,ADM PARAGUAY,ADM,THAILAND,THAILAND,20500.65,5935632.298217727,8246.026058740947,114.80364,PY-05
64,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,BUNGE PARAGUAY SA,BUNGE,ECUADOR,ECUADOR,20334.35,7007675.797254647,8333.547283464477,98.6215975,PY-06
65,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",AMAMBAY,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,20318.4,6532383.7014828315,7678.987137580328,182.8656,PY-13
66,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},SAN PEDRO,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,NETHERLANDS,EUROPEAN UNION,20253.460000000003,6527809.95102986,8354.310960902169,419.246622,PY-02
67,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,4.0,"{""COMPANY COMMITMENT""}",CANINDEYU,ANTEQUERA,ADM PARAGUAY,ADM,ISRAEL,ISRAEL,20219.5,5956885.958302941,9046.415904955693,91.998725,PY-14
68,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,BUNGE PARAGUAY SA,BUNGE,CHILE,CHILE,20107.069999999996,6835393.576434966,8240.402008273193,97.5192895,PY-06
69,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,19962.97,6380310.541778931,8181.346067781013,96.8204045,PY-06
70,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,19962.97,6380310.541778931,7602.405037849034,27.948157999999996,PY-07
71,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,19962.97,6380310.541778931,7602.405037849034,27.948157999999996,PY-07
72,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,19962.96,6380310.541778931,7602.401229595533,27.948143999999996,PY-07
73,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,ADM PARAGUAY,ADM,INDIA,INDIA,19906.12,10938655.488305127,8158.0474542003,96.544682,PY-06
74,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,ADM PARAGUAY,ADM,THAILAND,THAILAND,19884.46,5757223.85229404,8149.170620952133,96.439631,PY-06
75,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,2.0,{NONE},ITAPUA,CAPITAN MEZA,VICENTIN PARAGUAY,VICENTIN PARAGUAY,ARGENTINA,ARGENTINA,19874.38,6893251.795744668,7568.667720090051,27.824131999999995,PY-07
76,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,2.0,{NONE},ALTO PARANA,CAPITAN MEZA,VICENTIN PARAGUAY,VICENTIN PARAGUAY,ARGENTINA,ARGENTINA,19874.370000000003,6893251.795744667,8818.66827566205,21.861807,PY-10
77,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,2.0,{NONE},ITAPUA,CAPITAN MEZA,VICENTIN PARAGUAY,VICENTIN PARAGUAY,ARGENTINA,ARGENTINA,19874.370000000003,6893251.795744667,7568.663911836552,27.824118,PY-07
78,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,{NONE},CANINDEYU,MARIANO ROQUE ALONSO,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,ARGENTINA,ARGENTINA,19490.39,6124612.019360916,8720.204460535097,88.6812745,PY-14
79,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,{NONE},CANINDEYU,MARIANO ROQUE ALONSO,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,ARGENTINA,ARGENTINA,19490.39,6124612.019360916,8720.204460535097,88.6812745,PY-14
80,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,{NONE},CANINDEYU,MARIANO ROQUE ALONSO,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,ARGENTINA,ARGENTINA,19490.39,6124612.019360916,8720.204460535097,88.6812745,PY-14
81,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,{NONE},CANINDEYU,MARIANO ROQUE ALONSO,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,ARGENTINA,ARGENTINA,19490.39,6124612.019360916,8720.204460535097,88.6812745,PY-14
82,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},CAAGUAZU,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19463.3,6477812.237742112,7828.770257971948,108.99447999999998,PY-05
83,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},CAAGUAZU,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19463.3,6477812.237742112,7828.770257971948,108.99447999999998,PY-05
84,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19463.3,6477812.237742112,7412.118035200528,27.248619999999995,PY-07
85,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19463.3,6477812.237742112,7412.118035200528,27.248619999999995,PY-07
86,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19463.3,6477812.237742112,7412.118035200528,27.248619999999995,PY-07
87,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19463.3,6477812.237742112,7412.118035200528,27.248619999999995,PY-07
88,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19463.3,6477812.237742112,7412.118035200528,27.248619999999995,PY-07
89,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ARGENTINA,ARGENTINA,19126.0,6402712.1778318565,8486.60105655235,21.0386,PY-10
90,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ARGENTINA,ARGENTINA,19126.0,6402712.1778318565,8486.60105655235,21.0386,PY-10
91,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},CAAZAPA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ARGENTINA,ARGENTINA,19126.0,6402712.1778318565,7838.333919871625,92.7611,PY-06
92,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ARGENTINA,ARGENTINA,19126.0,6402712.1778318565,8486.60105655235,21.0386,PY-10
93,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ARGENTINA,ARGENTINA,19126.0,6402712.1778318565,8486.60105655235,21.0386,PY-10
94,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,19074.23,6348320.5419647815,7263.950316265124,26.703921999999995,PY-07
95,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ARGENTINA,ARGENTINA,19057.120000000003,6379655.07512548,7257.434394526145,26.679968,PY-07
96,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,ANTEQUERA,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,18664.08,5369323.244115263,8350.504718878581,84.92156400000002,PY-14
