,year,biome,country_of_production,product_type,forest_500_soy,zero_deforestation_paraguay_soy,department,district_of_export,exporter,exporter_group,country_of_destination,economic_bloc,volume,fob,land_use,soy_deforestation_5_year_total_exposure,department_trase_id
780,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN RESIDUE,4.0,"{""COMPANY COMMITMENT""}",CONCEPCION,VILLETA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,1644.32,177611.98177657113,673.5869655689371,106.8808,PY-01
781,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,VILLA DEL ROSARIO,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,ARGENTINA,ARGENTINA,1637.78,533221.1812586706,732.7599120066438,7.451899,PY-14
782,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,TURKEY,TURKEY,1627.72,527618.3965669016,722.2529683034295,1.7904920000000002,PY-10
783,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,GREECE,EUROPEAN UNION,1614.75,516660.25279667624,716.497911537588,1.7762250000000002,PY-10
784,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{UNKNOWN},CANINDEYU,VILLETA,UNEXPA S.A.,UNEXPA,ARGENTINA,ARGENTINA,1611.17,538189.1855706797,720.8543195226126,7.330823500000001,PY-14
785,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,ECUADOR,ECUADOR,1590.88,558344.1457296559,639.9035121486291,8.908928,PY-05
786,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,INDIA,INDIA,1587.9,964301.231544215,650.4748118534807,103.2135,PY-01
787,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,ADM PARAGUAY,ADM,SPAIN,EUROPEAN UNION,1585.0199999999998,956609.7100521248,653.8018669031933,32.80991399999999,PY-02
788,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN RESIDUE,,{NONE},ITAPUA,ENCARNACION,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,URUGUAY,URUGUAY,1580.03,165119.8512514651,601.715477804786,2.2120419999999994,PY-07
789,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,1579.85,453094.5360331459,651.6693034958613,32.70289499999999,PY-02
790,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,INDIA,INDIA,1569.17,1047731.0896220148,597.5797145034816,2.1968379999999996,PY-07
791,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},CAAGUAZU,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,ARGENTINA,ARGENTINA,1567.42,521670.82467522257,630.4671395780979,8.777551999999998,PY-05
792,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,CARGILL AGROPECUARIA SACI,CARGILL,SPAIN,EUROPEAN UNION,1562.55,1015123.279468692,595.058650686296,2.1875699999999996,PY-07
793,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,,{NONE},SAN PEDRO,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,BANGLADESH,BANGLADESH,1559.89,1016238.4960252544,643.4360412888308,32.289722999999995,PY-02
794,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,,{NONE},SAN PEDRO,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,MADAGASCAR,MADAGASCAR,1559.8800000000003,977069.0475392786,643.4319164079656,32.289516,PY-02
795,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN RESIDUE,4.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,1541.27,166480.79034253364,586.9546872376995,2.1577779999999995,PY-07
796,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",MISIONES,VILLETA,ADM PARAGUAY,ADM,CHILE,CHILE,1508.54,484997.9281760615,834.0020347883163,0.905124,PY-08
797,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{UNKNOWN},CAAGUAZU,VILLETA,MAXIGRAINS,MAXIGRAINS,BELGIUM,EUROPEAN UNION,1490.84,342898.40485382,599.6641808632093,8.348704,PY-05
798,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,BUNGE PARAGUAY SA,BUNGE,INDIA,INDIA,1488.38,903867.1239967892,566.8128344747171,2.0837319999999995,PY-07
799,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,4.0,"{""COMPANY COMMITMENT""}",ITAPUA,SAN JUAN DEL PARANA,ADM PARAGUAY,ADM,PERU,PERU,1482.65,416224.058314143,564.6307052190566,2.07571,PY-07
800,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,4.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,ADM PARAGUAY,ADM,EGYPT,EGYPT,1461.73,487056.8191122918,648.599778437429,1.607903,PY-10
801,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{UNKNOWN},ITAPUA,VILLETA,UNEXPA S.A.,UNEXPA,ARGENTINA,ARGENTINA,1443.58,482209.2726584434,549.7518587934615,2.0210119999999994,PY-07
802,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,4.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,ADM PARAGUAY,ADM,PORTUGAL,EUROPEAN UNION,1441.22,455595.9494273388,639.4990680081762,1.585342,PY-10
803,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,1439.74,292270.31897326163,548.2894894493538,2.015636,PY-07
804,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,ADM PARAGUAY,ADM,REUNION,REUNION,1437.36,408981.4562078021,578.1527910476929,8.049215999999998,PY-05
805,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,FRANCE,EUROPEAN UNION,1429.86,874454.7618760031,544.5269349910769,2.0018039999999995,PY-07
806,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CONCEPCION,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,CHILE,CHILE,1427.96,490754.1885683112,584.9562392684024,92.8174,PY-01
807,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,1427.74,834010.1365950608,585.1251108834839,6.924539,PY-06
808,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,VILLA DEL ROSARIO,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,SWITZERLAND,SWITZERLAND,1397.79,461987.54901014816,625.385874417667,6.3599445,PY-14
809,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,ADM PARAGUAY,ADM,REUNION,REUNION,1394.16,396688.6216203986,571.3631505661521,6.7616760000000005,PY-06
810,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,POLAND,EUROPEAN UNION,1380.63,460830.30640603625,565.8182034817714,6.696055500000001,PY-06
811,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",MISIONES,VILLETA,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,1377.22,394982.150508824,761.4012769639288,0.826332,PY-08
812,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,1369.54,454260.5392271605,607.6931721735181,1.506494,PY-10
813,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,1363.6,413484.0445109206,605.0574715421303,1.49996,PY-10
814,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,,{NONE},CAAGUAZU,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,PAKISTAN,PAKISTAN,1363.25,871322.657712381,548.3433464099232,7.634199999999999,PY-05
815,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,POLAND,EUROPEAN UNION,1361.62,454487.0517726328,604.178904665001,1.497782,PY-10
816,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",MISIONES,VILLETA,BUNGE PARAGUAY SA,BUNGE,PERU,PERU,1358.11,460257.58133375493,750.8362413103798,0.814866,PY-08
817,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,1357.18,418609.3892706888,559.8205812694328,28.093625999999997,PY-02
818,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,NETHERLANDS,EUROPEAN UNION,1352.56,788016.9640525177,557.914886309689,27.997991999999993,PY-02
819,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{UNKNOWN},ALTO PARANA,BELLA VISTA,MEYER SCHNEIDER JOSE DANIEL,MEYER SCHNEIDER JOSE DANIEL,BRAZIL,BRAZIL,1350.0,630500.0,599.0228707699296,1.485,PY-10
820,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,BUNGE PARAGUAY SA,BUNGE,EGYPT,EGYPT,1347.87,963730.189050403,598.0777457960481,1.482657,PY-10
821,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,CHILE,CHILE,1338.48,459997.93684830365,509.7271145055157,1.873872,PY-07
822,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,4.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,ADM PARAGUAY,ADM,ITALY,EUROPEAN UNION,1326.27,411606.0509934247,588.4933798637293,1.458897,PY-10
823,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},CAAZAPA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,JAPAN,JAPAN,1322.23,418226.2004941892,541.884359451629,6.412815500000001,PY-06
824,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,ADM PARAGUAY,ADM,ALGERIA,ALGERIA,1309.36,764859.8227982788,540.0954009718271,27.103751999999993,PY-02
825,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",GUAIRA,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,1308.19,362190.82858872256,516.430661657708,12.7548525,PY-04
826,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},GUAIRA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,UNITED KINGDOM,EUROPEAN UNION,1306.35,415188.2076848383,515.7042897870697,12.7369125,PY-04
827,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{UNKNOWN},CAAGUAZU,VILLETA,NUTREX PARAGUAY,NUTREX PARAGUAY,ANGOLA,ANGOLA,1281.0500000000002,573091.8222006185,515.279841495274,7.17388,PY-05
828,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN RESIDUE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,MINGA GUAZU,CARGILL AGROPECUARIA SACI,CARGILL,URUGUAY,URUGUAY,1246.13,104938.288016582,501.2338853928463,6.978327999999999,PY-05
829,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ALTO PARANA,ANTEQUERA,AGROFERTIL SA,AGROFERTIL SA,ARGENTINA,ARGENTINA,1244.14,403736.033655,552.0506032886668,1.3685540000000005,PY-10
830,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CANINDEYU,VILLETA,BUNGE PARAGUAY SA,BUNGE,ECUADOR,ECUADOR,1236.58,426153.59939895954,553.2588332921245,5.6264389999999995,PY-14
831,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",MISIONES,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,BANGLADESH,BANGLADESH,1235.15,716305.244145758,682.8573410508101,0.74109,PY-08
832,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,4.0,"{""COMPANY COMMITMENT""}",CANINDEYU,VILLETA,ADM PARAGUAY,ADM,ARGENTINA,ARGENTINA,1227.52,376576.546770933,549.2052944756899,5.585216,PY-14
833,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},ALTO PARANA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,1227.02,396426.3308832639,544.454105846014,1.349722,PY-10
834,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CANINDEYU,VILLETA,BUNGE PARAGUAY SA,BUNGE,CHILE,CHILE,1222.75,415676.703686473,547.071146555779,5.5635125,PY-14
835,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,1217.6199999999997,396370.4323360838,499.01245150654,5.905456999999998,PY-06
836,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,,{NONE},SAN PEDRO,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,JAPAN,JAPAN,1212.6,383549.7958160877,500.1830537197086,25.10082,PY-02
837,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,,{NONE},CAAGUAZU,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,BANGLADESH,BANGLADESH,1211.7800000000002,789450.7339074598,487.41720176975383,6.785968,PY-05
838,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,,{NONE},CAAGUAZU,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,MADAGASCAR,MADAGASCAR,1211.78,759022.4929237256,487.4172017697538,6.785967999999999,PY-05
839,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN OIL,,{NONE},CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ALGERIA,ALGERIA,1208.19,779188.0743876379,494.9286245564939,78.53235000000001,PY-01
840,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,ADM PARAGUAY,ADM,THAILAND,THAILAND,1197.75,346789.72398179787,481.77388091874974,6.707399999999999,PY-05
841,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CONCEPCION,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,1190.5300000000002,329616.7629306819,487.6942992354206,77.38445000000002,PY-01
842,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,1188.29,745476.515787947,527.2688052645923,1.307119,PY-10
843,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,ADM PARAGUAY,ADM,MADAGASCAR,MADAGASCAR,1174.9,723038.19828519,472.5828701243491,6.579439999999999,PY-05
844,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,ITALY,EUROPEAN UNION,1155.04,378977.8470362277,516.7769839442135,5.255432,PY-14
845,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,ASUNCION,ADM PARAGUAY,ADM,ANGOLA,ANGOLA,1149.17,404192.6875581872,462.2334299606759,6.435351999999999,PY-05
846,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN RESIDUE,4.0,"{""COMPANY COMMITMENT""}",MISIONES,VILLETA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,1148.64,124070.21065731024,635.0299609153565,0.689184,PY-08
847,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,BUNGE PARAGUAY SA,BUNGE,OMAN,OMAN,1147.73,453574.9776316335,509.2714959027936,1.2625030000000002,PY-10
848,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,VILLETA,ADM PARAGUAY,ADM,MADAGASCAR,MADAGASCAR,1139.59,701305.6995692139,467.0337212039372,5.5270114999999995,PY-06
849,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,VILLETA,ADM PARAGUAY,ADM,ITALY,EUROPEAN UNION,1136.33,323307.0144996138,504.2130805496252,1.249963,PY-10
850,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN OIL,,{NONE},ITAPUA,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ALGERIA,ALGERIA,1132.46,730355.2674318635,431.2694758927413,1.585444,PY-07
851,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN OIL,,{NONE},CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,INDIA,INDIA,1121.88,777530.2035985524,459.5721908950077,72.92219999999999,PY-01
852,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",SAN PEDRO,VILLETA,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,1116.66,363506.1557845934,460.60894669854,23.11486199999999,PY-02
853,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",ITAPUA,VILLETA,ADM PARAGUAY,ADM,DENMARK,EUROPEAN UNION,1115.91,308959.21915829915,424.9668163497773,1.5622739999999995,PY-07
854,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CAAZAPA,ASUNCION,ADM PARAGUAY,ADM,ANGOLA,ANGOLA,1114.63,392043.7899146073,456.8044618376299,5.405955500000001,PY-06
855,2019,CHACO HUMEDO,PARAGUAY,SOYBEAN OIL,4.0,"{""COMPANY COMMITMENT""}",MISIONES,VILLETA,BUNGE PARAGUAY SA,BUNGE,INDIA,INDIA,1109.23,673609.1548446218,613.2419936151803,0.665538,PY-08
856,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,PRESIDENTE FRANCO,CARGILL AGROPECUARIA SACI,CARGILL,ARGENTINA,ARGENTINA,1105.27,356005.54416803876,444.5754267276698,6.189511999999999,PY-05
857,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,4.0,"{""COMPANY COMMITMENT""}",CANINDEYU,VILLETA,BUNGE PARAGUAY SA,BUNGE,ITALY,EUROPEAN UNION,1096.98,348178.5597962896,490.8003323236627,4.991259,PY-14
858,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
859,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
860,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
861,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.29087154206,415.49188164108,1.5274419999999995,PY-07
862,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
863,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
864,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
865,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
866,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,415.49188164108,1.5274419999999995,PY-07
867,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ALTO PARANA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.03,345593.290871542,484.11253533045647,1.200133,PY-10
868,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.02,345593.290871542,415.4880733875797,1.5274279999999998,PY-07
869,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",ITAPUA,ENCARNACION,COFCO INTERNATIONAL PARAGUAY SOCIEDAD ANONIMA,COFCO,NETHERLANDS,EUROPEAN UNION,1091.02,345593.290871542,415.4880733875797,1.5274279999999998,PY-07
870,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,3.0,"{""COMPANY COMMITMENT""}",CANINDEYU,ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,ISRAEL,ISRAEL,1084.65,354288.600770335,485.2837612854024,4.935157500000001,PY-14
871,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,CAPITAN MEZA,TRANS AGRO SA,TRANS AGRO SA,NETHERLANDS,EUROPEAN UNION,1076.72,367643.9925702461,410.0422708821789,1.507408,PY-07
872,2019,MATA ATLANTICA,PARAGUAY,SOYBEAN CAKE,3.0,"{""COMPANY COMMITMENT""}",CAAGUAZU,VILLETA,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,1054.3,325190.8787876564,424.0736402860678,5.904079999999999,PY-05
873,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,ENCARNACION,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,LEBANON,LEBANON,1053.69,343691.6600156737,401.27186307103347,1.4751659999999998,PY-07
874,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,ENCARNACION,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,LEBANON,LEBANON,1053.68,343691.66001567367,401.2680548175332,1.4751519999999998,PY-07
875,2019,MATA ATLANTICA,PARAGUAY,SOYBEANS,,{NONE},ITAPUA,ENCARNACION,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,LEBANON,LEBANON,1053.68,343691.66001567367,401.2680548175332,1.4751519999999998,PY-07
